"N°";"fokontany";"Kaomina";"Distrika";"Region";"Province"
"3799";"Sakoapolo";"Vohimanga";"Bekily";"Androy";"Toliara"
"3800";"Bevaho";"Vohimanga";"Bekily";"Androy";"Toliara"
"3801";"Besamanta";"Vohimanga";"Bekily";"Androy";"Toliara"
"3802";"Manakoliva";"Vohimanga";"Bekily";"Androy";"Toliara"
"3803";"Amparihibe";"Vohimanitra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"3804";"Ankazoambo";"Vohimanitra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"3805";"Tanambao";"Vohimanitra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"3806";"Vohimanitra";"Vohimanitra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"3807";"Mahasoa II";"Vohimanitra";"Manakara";"Vatovavy-Fitovinany";"Fianarantsoa"
"3808";"Tsifo";"Vohimarina";\N;\N;\N
"3809";"Fanameana";"Vohimarina";\N;\N;\N
"3810";"Vohibe";"Vohimarina";\N;\N;\N
"3811";"Anja Lamosina";"Vohimarina";\N;\N;\N
"3812";"Vaolahy";"Vohimarina";\N;\N;\N
"3813";"Mahasoa II";"Vohimarina";\N;\N;\N
"3814";"Mahasoa I";"Vohimarina";\N;\N;\N
"3815";"Manambotra";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3816";"Vohipaho";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3817";"Kaboky";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3818";"Anandria";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3819";"Matsinjo I";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3820";"Vohidravy";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3821";"Mahatsinjo II";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3822";"Mahazoarivo";"Vohipaho";"Vangaindrano";"Atsimo-Atsinanana";"Fianarantsoa"
"3823";"Ampasimbola II";"Vohipeno";"Vohipeno";"Vatovavy-Fitovinany";"Fianarantsoa"
"3823";"Ampasimbola II";"Vohipeno";"Fénérive-Est";"Analanjirofo";"Toamasina"
"3824";"Ambohimanakana";"Vohipeno";"Vohipeno";"Vatovavy-Fitovinany";"Fianarantsoa"
"3824";"Ambohimanakana";"Vohipeno";"Fénérive-Est";"Analanjirofo";"Toamasina"
"3825";"Ambohitsara";"Vohipeno";"Vohipeno";"Vatovavy-Fitovinany";"Fianarantsoa"
"3825";"Ambohitsara";"Vohipeno";"Fénérive-Est";"Analanjirofo";"Toamasina"
"3826";"Fiadanana";"Ranomainty";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"3827";"Ranomainty";"Ranomainty";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"3828";"Mahatsara";"Ranomainty";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"3829";"Antsahatanteraka";"Valabetokana";"Faratsiho";"Vakinankaratra";"Antananarivo"
"3830";"Amboniloha";"Valabetokana";"Faratsiho";"Vakinankaratra";"Antananarivo"
"3831";"Vohibazaha";"Valabetokana";"Faratsiho";"Vakinankaratra";"Antananarivo"
"3832";"Andranomanjaka";"Valabetokana";"Faratsiho";"Vakinankaratra";"Antananarivo"
"3833";"Tsiona";"Valabetokana";"Faratsiho";"Vakinankaratra";"Antananarivo"
"3834";"Ampandrotrarana";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3835";"Fiakarandava";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3836";"Ambohipeno";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3837";"Ankarinomby";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3838";"Tsaratanana";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3839";"Anjanamanjaka Ambohitraivo";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3840";"Mahaimandry";"Vinaninkarena";"Antsirabe-II";"Vakinankaratra";"Antananarivo"
"3841";"Ranomainty";"Alakamisy Marososona";\N;\N;\N
"3842";"Ranotsarabe";"Ranotsara Nord";\N;\N;\N
"3843";"Mandabe";"Ranotsara Nord";\N;\N;\N
"3844";"Inosy";"Ranotsara Sud";\N;\N;\N
"3845";"Besakoa Vatovoay";"Ranotsara Sud";\N;\N;\N
"3846";"Amboanjobe";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3847";"Ambohimirary Sud";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3848";"Ambohimiadana";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3849";"Manazary";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3850";"Ambohimihaza";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3851";"Antamponala";"Ranovao";"Manjakandriana";"Analamanga";"Antananarivo"
"3852";"Rantabe";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3853";"Rantohely";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3854";"Sarahandrano";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3855";"Malamavato";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3856";"Ampasimbe";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3857";"Tenina";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3858";"Mahasoa";"Rantabe";"Maroantsetra";"Analanjirofo";"Toamasina"
"3859";"Andrataninandro";"Sabotsy Ambohitromby";\N;\N;\N
"3860";"Sabotsy";"Sabotsy Ambohitromby";\N;\N;\N
"3861";"Ambohitromby";"Sabotsy Ambohitromby";\N;\N;\N
"3862";"Manjaka Andrefana";"Sabotsy Ambohitromby";\N;\N;\N
"3863";"Amboanjobe";"Sabotsy Ambohitromby";\N;\N;\N
"3864";"Manarintsoa";"Sabotsy Ambohitromby";\N;\N;\N
"3865";"Mahasoratra";"Sabotsy Ambohitromby";\N;\N;\N
"3866";"Anempoka";"Sabotsy Ambohitromby";\N;\N;\N
"3867";"Antsahamanitra";"Sabotsy Ambohitromby";\N;\N;\N
"3868";"Anjiro";"Sabotsy Anjiro";\N;\N;\N
"3869";"Ambodimanga";"Sabotsy Anjiro";\N;\N;\N
"3870";"Miakadaza";"Sabotsy Anjiro";\N;\N;\N
